risk_threshold,confidence_threshold,risk_accuracy,precision,recall,false_negative_rate,false_positive_rate,f1,expected_fast_selection_rate,expected_accurate_selection_rate,expected_oracle_gap
0.45,0.7,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.2675,0.7325,0.02
0.45,0.8,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.2675,0.7325,0.02
0.45,0.9,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.2175,0.7825,0.005
0.45,0.95,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.155,0.845,0.0
0.5,0.0,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.5,0.1,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.5,0.2,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.5,0.3,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.5,0.4,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.5,0.5,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.5,0.6,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.5,0.7,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.2675,0.7325,0.02
0.5,0.8,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.2675,0.7325,0.02
0.5,0.9,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.2175,0.7825,0.005
0.5,0.95,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.155,0.845,0.0
0.55,0.0,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2925,0.7075,0.0225
0.55,0.1,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2925,0.7075,0.0225
0.55,0.2,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2925,0.7075,0.0225
0.55,0.3,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2925,0.7075,0.0225
0.55,0.4,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2925,0.7075,0.0225
0.55,0.5,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2925,0.7075,0.0225
0.55,0.6,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2925,0.7075,0.0225
0.55,0.7,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.29,0.71,0.0225
0.55,0.8,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.2875,0.7125,0.02
0.55,0.9,0.445,0.24734982332155478,0.8860759493670886,0.11392405063291139,0.6635514018691588,0.38674033149171266,0.23,0.77,0.005
